,name,origem,significado
4093,Vitorio,Latina,"Vitório: Significa “vitória”, “vencedor”, “aquele que vence”.É a versão masculina de Vitória, que tem origem na palavra do latim victoria, que quer dizer literalmente “vitória”.Há autores que relaciona a origem de Vitório com o nome Victorius, este derivado de Victor, que em latim significa “vencedor”.A variante feminina Victória, foi popularizada nos países de língua inglesa, através da Rainha Victoria do Reino Unido, a partir do século XIV."
4094,Vivaldo,Germânica,"Vivaldo: Significa ""guerreiro ousado"", ""guerreiro corajoso"". Esse nome tem a origem incerta, provavelmente surgiu a partir do germânico Wigbald, que é composto pelos termos do alemão antigo wig, que significa ""guerreiro"" e bald, que quer dizer ""corajoso"", ""ousado"", ""bravo"". É um nome considerado clássico, que fez sucesso no Brasil nos anos 50 e 60. Ao todo são 11.688 meninos registrados com ele antes de 1930 até os anos 2000, segundo o Censo.Um personagem televisivo que carregou esse nome foi o prefeito Vivaldo, da novela ""Chocolate com Pimenta""."
4095,Vivian,Latina,"Vivian: Significa ""viva"", ""cheia de vida"", ""bela senhora"" ou ""bela dama"".Vivian é a versão inglesa de Viviana, nome originado a partir do latim Vivianus, derivado do termo vivus, que significa ""vivo"".Trata-se, sem dúvida, de um bonito nome, uma vez que reflete vitalidade e alegria, bem como de beleza. Vivianus era um nome muito comum entre os antigos romanos, sendo um dos mais conhecidos o político e jurista Flavius Antonius Messala Vivianus.Para alguns estudiosos, o nome Vivian é uma variante do gaélico Bébinn que significa ""bela senhora"", ou ""bela dama"".Começou a ser adotado como um nome predominantemente masculino durante a Idade Média, mas com o tempo, o uso para designar o gênero feminino se tornou muito mais comum, apesar de ainda ser adotado como um nome masculino.No Brasil, Vivian é um nome feminino e bastante popular, assim como as suas variantes Viviane, Vivien ou Viviana.As pessoas que são batizadas com este nome, normalmente, recebem apelidos carinhosos de amigos e familiares, como Vivi ou Vi, por exemplo.Uma das personagens mais populares com este nome é Santa Vivian, conhecida também por Santa Viviana ou Santa Bibiana, uma virgem e mártir romana que teria vivido no século IV d.C."
4096,Viviana,Latina,"Viviana: Significa ""viva"" ou ""cheia de vida"".Surgiu a partir do nome masculino vindo do latim Vivianus, através de vivus, que quer dizer “vivo”.A variante Vivian é adotada desde a Idade Média como um nome predominantemente masculino, mas acabou se tornando muito mais popular como um nome feminino, apesar de ainda ser utilizado para denominar ambos os sexos.Viviana foi nome de uma fada da época da Távola Redonda, conhecida de acordo com a lenda, por ter recolhido Lancelot e o tornando seu escravo amoroso.Também é nome de uma santa romana, chamada também de Bibiana, que viveu no século IV e foi martirizada através das perseguições do imperador Flávio Cláudio Juliano."
4097,Viviane,Latina,"Viviane: Significa ""cheia de vida"", ""viva"", ""vivaz"" ou ""bela dama"".O belo e elegante nome Viviane surgiu como uma versão francesa do nome Viviana, que tem origem a partir do nome masculino em latim Vivianus. O significado de todos estes nomes é “viva”, “cheia de vida” e “vivaz”. Outras fontes indicam que o nome Viviane possa ter o significado de “bela dama”, à medida que é considerado uma forma anglicana de Bébinn, que significa “dama” a partir do irlandês antigo. Na Irlanda, este nome teria sido popular entre os personagens mitológicos, onde se inclui a deusa do parto.Popularidade do nome Viviane Atualmente, o nome Viviane pode ser encontrado com maior quantidade de registros no Brasil, na República Democrática do Congo e na Bélgica. Vivian, uma das variantes de Viviane, é atualmente um nome predominantemente feminino. Contudo, por volta da Idade Média, ele foi utilizado pelo gênero masculino na Inglaterra. Outras variantes que podemos encontrar do nome Viviane pelo mundo são: Bibiana, em português; Vivian, em inglês e Vivienne, em francês e em inglês.Uma das personalidades de maior destaque com este nome em nosso país é a atriz e modelo carioca Viviane Araújo. No nosso país, as meninas batizadas com o nome Viviane, ou com alguma de suas variantes, podem ser afetivamente chamadas de Vi, Vivi ou Viva.Nomes compostos com VivianeO nome Viviane pode dar origem a belos e significativos nomes compostos. Entre eles, podemos destacar: Maria Viviane: “senhora soberana cheia de vida”; Viviane Felipa: “cheia de vida e amiga dos cavalos”;Viviane Eduarda: “cheia de vida e guardiã das riquezas”;Viviane Maitê: “cheia de vida e amada”;Viviane Valentina: “cheia de vida e valente”."
4098,Vladia,Eslava,"Vladia: Significa ""senhora da paz"" ou ""a que governa com grandeza"", ""de grande poder"". Esse nome tem origem e significado incertos, possivelmente é uma variação encurtada e feminina do nome Vladimir.Vladimir tem origem eslava com dois possíveis étimos. Pode ter surgido da união dos elementos walde, vladi, que significa ""senhor"", e mir, que quer dizer ""paz"", significa ""senhor da paz"".Também pode ter tido origem nos termos volod, que significa ""regra"", e mer, que quer dizer ""grande, famoso"", ficando com o significado de ""o que governa com grandeza"", ""de grande poder"".É um nome de popularidade mediana no Brasil e tem como a principal variação o nome Wladia."
4099,Vladimir,Eslava,"Vladimir: Significa ""senhor da paz"", ou ""o que governa com grandeza"", ""de grande poder"".É um nome de origem eslava, com dois possíveis significados. Através da união dos elementos walde, vladi​, que significa ""senhor"", e mir, que quer dizer ""paz"", significa ""senhor da paz"".Mas há a possibilidade de ter derivado a partir dos termos volod,​ que significa ""regra"", e mer, que quer dizer ""grande, famoso"". A partir daí seu significado é ""o que governa com grandeza"" ou “de grande poder"".Trata-se, assim, de um bonito nome que se destaca pelas capacidades em garantir a paz, bem como de influenciar e comandar.Não deve ser confundido com Valdemir ou Valdemiro, já que os étimos são distintos.É o nome de um santo que viveu no século X conhecido pelos seus esforços para evangelizar a Rússia, principalmente no Principado de Kiev. São Vladimir influenciou a inserção do seu país na Igreja Católica e ainda hoje é muito venerado também pela Igreja Ortodoxa.Vladimir Putin é o nome de um político russo. Putin foi Primeiro-Ministro por duas vezes e presidente da Rússia desde a renúncia de Boris Iéltsin.As pessoas registradas com esse nome predominantemente masculino podem ser afetivamente chamadas de Vlad.Entre suas variantes, as mais comuns no nosso país são Vladmir e Wladimir.Na Espanha e na Itália, o nome assume as formas Vladimiro e Vladimìro respectivamente.Vladimira é sua forma feminina."
4100,Volnei,Inglesa,"Volnei: Significa “residente da ilha infestada de lobos” ou “nascido na ilha infestada de lobos”.Volnei é um nome masculino cuja origem é inglesa. É categorizado como toponímico, na medida em que surge para identificar as pessoas residentes ou nascidas numa ilha conhecida pela grande presença de lobos.Por extensão, o nome reflete a simbologia do lobo, dentre as quais a astúcia dos guerreiros, bem como a inteligência.Há estudiosos da onomástica, no entanto, que indicam a possibilidade de Volnei ter o sentido de “espírito do povo”. Segundo os que defendem esse significado, “Vol” deriva de volk, tendo surgido a partir de folk, que significa “povo” em inglês.  PopularidadeHá registros entre os brasileiros. De acordo com o Censo Demográfico 2010 são mais de 9 mil os seus portadores, com maior incidência no estado de Santa Catarina.Termo AfetivoNei é um diminutivo que encaixa na perfeição como termo afetivo desse nome.VariantesVolney e Wolney são suas variantes na língua inglesa."
4101,Wagner,Germânica,"Wagner: Significa ""construtor de carroças"", ""fabricante de vagões"", “transportador”. Tem origem no sobrenome germânico Waganari, que era o nome dado a pessoas que trabalhavam com transportes de mercadorias, bem como na construção de vagões ou carroças. Assim, inicialmente, o nome Wagner era usado como apelido para designar as pessoas que se dedicavam a essa tarefa, passando a ser utilizado como sobrenome e, finalmente, como nome de batismo.Deste modo, o Richard Wagner, maestro e compositor alemão do século XIX recebe esse sobrenome. A ópera ""Cavalgada das Valquírias"" de 1854 é certamente uma das mais famosas de Wagner, utilizadas em diversos filmes e produções televisivas desde 1915 até hoje.Dada a sua influência e importância, atualmente chama-se wagneriano quem adota ou estuda o estilo do famoso compositor.Além do português e do alemão, o nome Wagner também é adotado desta mesma forma pelos falantes do francês e inglês."
4102,Walace,Escocesa,"Walace: Significa “natural de Gales”, “gaulês”.Tem origem no sobrenome escocês Wallace, que equivale ao inglês Walsh, Welsh, e deriva da palavra wales que significa “natural de Gales, gaulês”.Surgiu como nome próprio em homenagem ao Sir William Wallace, um herói escocês que viveu no século XIII e ficou conhecido como líder de uma revolta que pretendia expulsar os invasores ingleses da Escócia. Seu nome também pode aparecer através das variantes Walays ou Wallensis.Sir William Wallace é considerado um dos percursores do patriotismo na Escócia, inclusive a história relatada no filme Coração Valente de 1995, estrelado pelo ator norte-americano Mel Gibson, foi influenciada pelo poder político proveniente da popularidade de Wallace.O nome só foi adotado comumente pelos falantes da língua inglesa em geral no século XIX e a partir de 1990, passou a ser relacionado com uma característica distraída, influenciado pela popularidade do personagem Wallace, criado pelo produtor britânico Nick Park, para a série de desenhos animados “Wallace e Gromit”.A forma abreviada Wally foi difundida mundialmente através da série de livros infantis “Onde Está o Wally?”, criada pelo ilustrador britânico Martin Handford em 1987, que até hoje faz muito sucesso."
4103,Walda,Germânica,Walda: A que comanda na guerrilha.
4104,Waldemar,Germânica,"Waldemar: Variação do nome Valdemar. Significa “senhor famoso”, “senhor célebre”, “senhor brilhante”; “cavalo audaz”; “o que governa com nobreza” ou “governante ilustre”.Tem origem a partir do nome germânico Waldemar, composto pela união dos elementos walde, que significa “senhor” e mar, meri que quer dizer “famoso, célebre, brilhante”.Estudiosos da onomásticas conferem, ainda, outros étimos também germânicos. Da junção de balth, que significa “audaz” com mahra, que significa “cavalo”, obtém-se “cavalo audaz” como significado e de wald, que significa “o que governa” com mar, que significa “ilustre”, obtém-se “o que governa com nobreza” ou “governante ilustre”.Trata-se de um bonito nome que carrega consigo atributos notáveis, de mérito, que atribuem ao nome qualidades de destaque.Os apelidos mais comuns para os meninos registrados com esse nome são “Mar” ou “Demar”. Com menos frequência, temos também o termo afetivo “Val”.São suas variantes: Waldemar (com w), Valdemir ou Waldemir, Valdemiro, Valdomiro; em espanhol, temos Valdemaro e em italiano, Valdemàro.Valdemar foi nome de quatro reis da Dinamarca, dentre o qual se destaca Valdemar I, que inclusive foi quem introduziu o nome nesse país nórdico no século XII. O rei Valdemar I (1131-1182), conhecido como Valdemar, o Grande, foi assim chamado em virtude de ter ascendido ao trono após ter derrotado uma série de rivais."
4105,Waldir,Germânica,"Waldir: Significa “governante poderoso” ou “aquele que comenda com força”.Waldir é uma variação de Valdir ou Walter, nomes que se originaram a partir do germânico Waldhar, que consiste na junção dos elementos wald / waldan, que significa “governar” ou “comandar”, e her, que quer dizer “exército”.Assim, o significado comum atribuído à Waldir é “governante poderoso” ou “comandante do exército”.Este belo nome masculino é bastante comum entre os brasileiros, sendo uma das características mais apreciadas o significado que remete ao dom da liderança e poder.As pessoas batizadas com este nome costumam ter alguns apelidos carinhosos, como Wal ou Dinho, por exemplo.No Brasil, uma das personalidades de destaque com este nome é o músico e compositor brasileiro Waldir Azevedo (1923 – 1980)."
4106,Waldo,Teutônica,"Waldo: Significa “aquele que tem força”, “poderoso”, “homem de poder”, “aquele que governa”, “governante”.Waldo, variante inglesa de Valdo, tem origem germânica, a partir do elemento weald, vald cujo significado é “força”, “poder”, “governo”, o qual, entre outros nomes teutônicos, está presente no nome Osvaldo, por exemplo.Trata-se de um bonito nome predominantemente masculino que, por extensão, significa “aquele que tem força”, “poderoso”, “homem de poder”, “aquele que governa”, “governante”, refletindo, assim atributos de destaque.Além de ser um nome de batismo popular, serve como termo afetivo para os nomes que contém no seu étimo o elemento weald, vald. Finalmente, é encontrado como sobrenome, citando-se como exemplo o escritor estaduniense Ralph Waldo Emerson (1803-1882). O mesmo ocorre com Valdo, em que Pedro Valdo, Pierr Vaudès, em francês (1140-1205) é uma personalidade histórica que ficou conhecida por abdicar de seus bens e ter participado da tradução da Bíblia para o provençal. Sendo seguido, seus discípulos ficaram conhecidos como “valdenses”.Os meninos registrados com esse nome costumam ser chamados de Waldinho ou, embora com menos frequência, Wal.Waldir ou Valdir é uma variante bastante comum no Brasil."
4107,Walison,Francesa,"Walison: Variação do nome Alison. Significa ""de nascimento nobre"", ""de espécie nobre"", “filho de Alice”.É um nome com duas possibilidades de origem, uma através do diminutivo do francês Aalis, forma medieval de Alice, que tem origem nos nomes franceses Adaliz, Alesia, Aliz, usadas inicialmente como um diminutivo de Adelaide.Adelaide vem do germânico Adelheid, formado pela junção dos elementos adal, que significa “nobre”, e haidu, que quer dizer “espécie, tipo, qualidade”, e significa “de qualidade nobre”, “de linhagem nobre”.Outra possibilidade é que Alison tenha surgido a partir do inglês Allison, que deriva da expressão Alice’s son, formada pela união do nome “Alice” mais a partícula son, que quer dizer “filho de Alice”.Há ainda algumas fontes que relacionam a origem do nome Alice erroneamente com o elemento grego alethia, que significa “a verdadeira”, o que deve ser descartado. Pode ser visto também outra acepção através de um anagrama do nome Célia, o que também deve ser desconsiderado.PopularidadeA partir da primeira acepção, o nome Alison foi utilizado com frequência na Inglaterra durante o século XIII e na França durante o século XVII. Sua popularidade foi reavivada no século XX, se tornando também muito comum na Escócia até hoje.No Brasil é muito mais utilizado como um nome masculino.VarianteApresenta como variante Allyson."
4108,Walisson,Inglesa,"Walisson: Variação do nome Alisson. Significa “de qualidade nobre”, “filho de origem nobre”, “filho de Alice” O belo e elegante nome Alisson apresenta significados relacionados com a nobreza e a aristocracia. Considerado um nome neutro, Allison pode ser encontrado tanto para meninas quanto para meninos em diferentes partes do mundo. Existem duas possibilidades de origem para este nome. Uma delas faz referência ao diminutivo do nome Alice, que significa “de qualidade nobre” ou “de linhagem nobre”. A segunda possibilidade é a partir do resultado da expressão Alice’s son (“filho de Alice”, em português). Dessa forma, Allison também ganha o significado de “filho de origem nobre”. Este bonito nome carrega, portanto, a qualidade de nobreza, atributo de distinção que destaca as pessoas entre as demais pelo mérito de sua linhagem. Popularidade do nome Alisson Atualmente, o nome Allison pode ser encontrado com maior quantidade de registros em países anglófonos, ou seja, que possuem o inglês como idioma oficial, como os Estados Unidos, a Inglaterra, o Canadá e a Austrália. As variantes mais comuns deste nome encontradas no mundo são: Alison, Allison, Alyson, Allyson e Alson. No Brasil, o nome Allison e a sua variante Alison são mais utilizados para o gênero masculino. Já nos países que possuem o inglês como idioma, Allison é mais comum entre as meninas. No nosso país, uma personalidade de destaque com este nome é o goleiro Allison Becker, natural do Rio Grande do Sul. Outra personalidade de destaque com este nome é a atriz estadunidense Allison Janney, vencedora do Oscar de melhor atriz coadjuvante pelo filme “Eu, Tonya”."
4109,Wallace,Francesa,"Wallace: Significa “galês”, ""aquele que é de Gales"" ou ""forasteiro”, “aquele que vem de fora do país"".Wallace era originalmente um sobrenome, comum na Escócia e na Inglaterra, e significa simplesmente ""galês"". Este nome era usado para se referir aos estrangeiros e, segundo algumas fontes, tem origem do francês normando, na palavra Walsh.O personagem histórico mais famoso, e que popularizou esse nome, foi William Wallace (1276-1305), o grande herói escocês conhecido por expulsar os ingleses da Escócia no século XIII.Dada a sua importância, o filme Coração Valente, de 1995, narra a história de William Wallace, cujo papel foi estrelado pelo conceituado ator Mel Gibson, o qual também dirigiu essa produção. O filme recebeu os prêmios de melhor filme e melhor direção no Óscar, para o qual havia sido indicado para mais outras oito categorias. Wallace e Gromit são os nomes dos personagens de animação bastante populares na Inglaterra, que foram criados pelo produtor britânico Nick Park. Wallace é um inventor enquanto Gromit, um cãozinho; ambos feitos de massinha.No Brasil é adotado como nome de batismo. Assim, são conhecidos os atletas Wallace Leandro de Souza - jogador de vôlei, Wallace Reis da Silva e Wallace Oliveira dos Santos - ambos jogadores de futebol."
4110,Walmir,Germânica,"Walmir: Variação do nome Valmir. Valmir significa ""famoso amado"", ""escolhido por ser brilhante"".O nome Valmir vem do germânico Walamir, que junta duas palavras:- Wala, que quer dizer ""amado"", ""escolhido"";- e mir, que significa ""famoso, brilhante, célebre"".Valmir também pode significar ""escolhido por ser brilhante"".Algumas de suas variantes são Vlamir, Wlamir e Walmir. É um nome popular no Brasil, que alcançou seu pico de registros nos anos 60 e 70, porém é raro ao redor do mundo."
4111,Walquiria,Nórdica,"Walquíria: Significa “a que elege os mortos”, “a que escolhe os mortos”.É uma variante de Valquíria, nome originado no nórdico antigo Valkyrja, composto pela união dos elementos valr, que significa “mortos” e kyrja que quer dizer “eleger, escolher”.Na mitologia nórdica, “valquírias” eram as donzelas que levaram os heróis mortos em alguma batalha para a ""Valhala"", o “salão dos mortos”."
4112,Walter,Germânica,"Walter: Significa “comandante do exército”.Tem origem no nome germânico Waldhar. Seu significado, “comandante do exército”, é a junção dos elementos wald ou waldan, que significam “governar ou comandar”, e her, que significa “exército”.Assim, este bonito nome carrega consigo a importância de ser um bom chefe. Possivelmente, as pessoas assim chamadas serão capazes de comandar ou de dirigir.Esse nome predominantemente masculino se tornou muito popular na Inglaterra por ocasião da Conquista Normanda do reino inglês, no século XI.As pessoas registradas com o nome Walter costumam ser afetivamente chamadas de Waltinho.Dos elementos wald e her ao contrário, resulta o nome Haroldo. São suas variantes: Valter e Guálter, em português, e Walther, em francês e em alemão.Walter Benjamim (1892-1940) foi um filósofo e crítico literário alemão e, acima de tudo, um grande pensador do século XX.Walter O’Brien - irlandês especialista em cibersegurança - é detentor de um dos maiores QI’s do mundo. Hacker aos 13 anos conseguiu aceder aos servidores da NASA. A série de televisão norte americana Scorpion se baseia na sua história.No Brasil tem destaque Walter Salles, um dos maiores cineastas brasileiros. Dentre os seus filmes mais conhecidos estão: Terra Estrangeira (1995), Central do Brasil (1998) e Diários de Motocicleta (2004)."
4113,Wana,Havaiana,Wana: Apelido.
4114,Wanda,Teutônica,"Wanda: Significa “peregrina” ou “andarilha”.Wanda é um nome feminino originado a partir do teutônico Wando / Wendi, referente a um povo de origem eslava que habitava a região da Alemanha Oriental.A raiz deste termo, no entanto, vem do verbo germânico wanden, wenden, que quer dizer “voltar” ou “volver”.Alguns etimologistas relatam que este nome é datado do século VIII, sob a forma latina Wandalus, que significa “vândalo”.Neste caso, Wanda seria relativo a “aquela que pertence aos vândalos”, em referência a um grupo de nômades que caminhava por toda a Europa Central naquela época.Assim, associou-se o significado de “peregrina”, “andarilha” ou “aquela que viaja” para este nome.Uma das personalidades mais populares com este nome é a cantora, compositora norte-americana Wanda Jackson, que fez muito sucesso entre as décadas de 1950 e 1960, ficando conhecida como a “Rainha do Rockabilly”.Entre os brasileiros, este também é um nome bastante popular, assim como Melissa."
4115,Wander,Holandesa,"Wander: Significa “da terra da ardósia”.Wander pode ser também o diminutivo de Wanderley, nome de origem geográfica holandesa que significa ""(da terra) da ardósia"".Calcula-se que o nome tenha sido inicialmente dado a um morador de um local onde havia ardósia em abundância. ApelidoAs pessoas com o nome Wander costumam ser carinhosamente chamadas de Wan.O nome no BrasilDe acordo com o Censo realizado em 2010, no Brasil existem 9.746 pessoas registradas com o nome Wander. Deste universo, 3.284 registros foram feitos no Estado de Minas Gerais, que reúne a maior concentração de Wander do país. O segundo maior Estado a possuir o nome é São Paulo, com 1.886 inscritos.O pico de incidências aconteceu nos anos 1970, com 2.444 nomes inscritos.Trata-se de um nome relativamente não muito comum no país ocupando o lugar 1.723º no ranking de popularidade.Variantes gráficas:VanderPersonalidades famosas:Wander Sílvio, ator e cineasta.Vander Beatty, político norte-americano."
4116,Wanderson,Grega,"Wanderson: Significa “filho de André”, “filho do homem” ou “filho do homem másculo”.Wanderson é uma versão brasileira do nome Anderson, que significa “filho de André”, “filho do homem” ou “filho do homem másculo”.Seu significado resulta da junção do nome de origem grega André, de Andréas, que significa “homem"", másculo, viril”, com o elemento son da língua inglesa, que significa ""filho"".Na Inglaterra era inicialmente usado apenas como sobrenome, cujo objetivo era nomear os descendentes de André.Deste modo, é classificado como um nome patronímico na medida em que traz o nome do pai nele incorporado.Por esse motivo, o nome reflete o orgulho paternal ou o contentamento em formar uma família. Importa referir que inicialmente os sobrenomes faziam referência ao local do nascimento das pessoas.A popularidade desse nome no nosso país decorre da tendência brasileira em utilizar letras como K, W e Y. Por algum tempo, essas não faziam parte do nosso alfabeto, por isso tornou-se moda utilizá-las para delegar uma certa exclusividade aos nomes próprios.Apesar da alteração gráfica, o nome Wanderson mantém seu significado de origem.No nosso país, há destaque para Wanderson Castilho, que é especialista em crimes eletrônicos.Whindersson é, provavelmente, outra variação de Anderson."
4117,Wanessa,Irlandesa,"Wanessa: Variação do nome Vanessa. Significa “borboleta”, ""como uma borboleta"".O belo nome feminino Vanessa reflete em seu significado a beleza das borboletas e, por extensão, os simbolismos associados com a transformação, a renovação e a felicidade.Ele foi intencionalmente criado pelo autor irlandês Jonathan Swift para a obra “Cadenus e Vanessa”, de 1726.O nome Vanessa seria um anagrama do nome da amiga do autor chamada Esther Vanhomrigh. Dessa forma, ele apresenta a junção dos elementos van, retirado do sobrenome Vanhomrigh, e essa, que é a abreviação de Esther.Após ter nomeado a personagem, o nome Vanessa foi utilizado pelo entomólogo dinamarquês Johan Christian Fabricius para designar um gênero de borboletas descoberto em 1807. Dessa forma, Vanessa ganhou os significados de “borboleta” e “como uma borboleta”.Popularidade do nome VanessaVanessa era inicialmente um nome raro até o século XX. Ele foi utilizado pelos cristãos, após a Reforma Protestante. A partir daí, começou a se tornar mais popular.Atualmente, o nome Vanessa pode ser encontrado com maior quantidade de registros no Brasil, nos Estados Unidos, nas Filipinas e na França.Vanessa tem como variante gráfica mais popular a forma Wanessa (iniciado com “w”). Pessoas batizadas com estes nomes costumam receber apelidos afetivos como “Va” ou “Nessa”.Nomes compostos com VanessaO nome Vanessa pode dar origem a belos e significativos nomes compostos. Entre eles, podemos destacar:Maria Vanessa: “senhora soberana que é como uma borboleta”;Ana Vanessa: “graciosa borboleta”;Vanessa Cristina: “borboleta cristã”;Vanessa Valentina: “borboleta valente”;Vanessa Maitê: “borboleta amada”. Veja mais nomes compostos que combinam com Vanessa"
4118,Wania,,Wânia: Vânia
4119,Warley,Inglesa,"Warley: Significado “nascido(a) no prado”, “que tem origem no prado”, “habitante do prado”.A origem do nome Warley é incerta. Há fontes que indicam que tenha surgido do inglês antigo e que tenha o significado de “prado”.Nesse sentido, estudiosos da onomástica sugerem que trata-se de um nome toponímico. São toponímicos os nomes que têm origem em nomes de lugares, cuja designação pode decorrer de uma característica da sua paisagem.Assim, possivelmente, o nome poderia ter sido inicialmente utilizado pelos habitantes ou aqueles que nasciam em um local caracterizado por um grande prado.Por extensão, Warley significa “nascido(a) no prado”, “que tem origem no prado”, “habitante do prado” e reflete a beleza e o sossego dos prados.O nome é predominantemente masculino. De acordo com o Censo Demográfico 2010, enquanto o número de portadores homens eram cerca de 13 mil, apenas 93 pertenciam ao gênero feminino.A sua popularidade foi maior entre os meninos na década de 90, quando a popularidade entre as meninas começou a descer."
4120,Warren,Teutônica,Warren: Enclausurado.
4121,Washington,Inglesa,"Washington: Significa ""da terra dos Wassa"", ""proveniente da cidade ou do povo Wassa"" ou ""o que vem da terra dos caçadores"".Tem origem no inglês Wassyngton, através do termo Wassa. Wassa era o nome de um povo que deriva do inglês antigo Wapsige, que quer dizer ""caçada"".Washington é um nome de origem geográfica, que deriva do nome de um lugar e, antes de ser adotado como primeiro nome, era utilizado como um sobrenome.Para além da localização, o nome sugere que as pessoas que recebiam esse nome eram bons caçadores.Nos Estados Unidos, Washington é muitas vezes adotado para homenagear o primeiro presidente do país, George Washington (1732 e 1799).Washington, D.C. (Distrito da Columbia) é também a capital dos Estados Unidos, bem como Washington é o 18.º maior dentre os 50 estados daquele país. O Brasil também teve um presidente com esse nome: Washington Luís (1869-1957). Advogado, historiador e político, esse foi o décimo terceiro presidente brasileiro, no período compreendido entre 1926 e 1930.Wash é a forma reduzida do nome utilizada na língua inglesa. No nosso país, o nome ganhou variantes provindas de invenções brasileiras - alteração que resulta na perda do significado original ao longo do tempo."
4122,Wayne,Germânica,"Wayne: Significa ""construtor de carroças"", ""fabricante de vagões"", “transportador”; “descendente daquele que é menos escuro”.Wayne é um nome masculino que provavelmente tenha surgido como variante de Wagner, cuja origem é germânica.Wagner, do germânico Waganari, foi inicialmente utilizado como sobrenome até ter evoluído para prenome. Isso porque significa ""construtor de carroças"", ""fabricante de vagões"", “transportador” de modo que as pessoas que tinham um desses ofícios eram identificadas através da utilização do seu primeiro nome, ao qual se seguia a sua atividade profissional.Daí decorre a origem dos sobrenomes, bem como das características físicas das pessoas, do local de origem ou habitação, entre outros, tal como se verifica em:- Júlio, que do grego ioulos significa “barba rala”, de modo que lhe é atribuído o sentido de “cheio de juventude”.- Adriano, que do latim Adrianus significa “natural da Ádria”.Mas Wayne apresenta ainda outra hipótese de origem, o sobrenome irlandês Ó Dubhán, que após anglicização passou à variante Dwayne.O significado de Dubhán decorre da junção dos elementos dubh, que significa “preto, escuro”, e do sufixo diminutivo que, assim, resulta em “menos escuro”.PopularidadeDe acordo com o Censo Demográfico 2010 eram 445 os portadores brasileiros na altura da pesquisa. Amazonas era o estado que apresentava a maior taxa de incidência.No gênero feminino, esse número reduz para 164 registros, o que indica a sua predominância no gênero masculino. Neste caso, a maior incidência é detectada entre os goianos."
4123,Weber,Germânica,"Weber: Significa “tecelão” ou “tecelã”. Esse sobrenome alemão tem origem na palavra germânica wëber, que tem o significado de “tecer”. Devido a isso, ele fica com o significado de “tecelão” ou “tecelã”.É um sobrenome muito popular na Alemanha, além de ter sido carregado por um importante sociólogo alemão, chamado Max Weber (1864 – 1920)."
4124,Wedson,Inglesa,"Wedson: Variação do nome Edson. Significa “filho de Eduardo”, “filho do guardião das riquezas”, “filho do amigo rico” ou “filho da riqueza”.​Edson é um nome masculino que tem origem no inglês Ed, que é o apelido de Edward ou Edwin, o mesmo que Eduardo e Eduíno, respectivamente. Eduardo significa “guardião das riquezas” e Eduíno “amigo rico”, de modo que com o acréscimo do elemento son, que significa ""filho"", estamos diante de um nome categorizado como patronímico.São patronímicos aqueles formados a partir do nome de um ascendente masculino, geralmente o pai ou o avô.A origem no nome Eduardo é germânica. Vem de Hadaward, que é composto pela junção dos elementos ead, que significa ""rico, próspero"", e weard, ward, que quer dizer ""guarda, guardião"".Também germânico, Eduíno surge de Eadwine, cujo significado resulta dos elementos ead e wine, que significam ""amigo"".PopularidadeNo Brasil, Edson é um nome bastante popular, assim como as variantes Édson e Edison.De acordo com registros de nascimento, este nome teria começado a ser utilizado no nosso país a partir da segunda década do século XX.Termo AfetivoAs pessoas batizadas com este nome podem ser afetivamente chamadas de Ed.PersonalidadeUma das personalidades mais famosas com este nome é Edson Arantes do Nascimento, o famoso jogador de futebol brasileiro “Pelé”."
4125,Welington,Inglesa,"Welington: Significa “do lugar próximo a um curso d’água”.É uma variante gráfica de Wellington, originado no inglês antigo Wellington, um nome de residência derivado a partir de um nome de lugar que significa “do lugar próximo a um curso d’água”.É provável que tenha surgido através do Duque de Wellington, um título hereditário originado a partir da pequena cidade de Wellington localizada em Somerset na Inglaterra. O título foi concedido pela primeira vez a Arthur Wellesley, um famoso general e estadista britânico, nascido da Irlanda."
4126,Weliton,Inglesa,"Weliton: Variação do nome Wellington. Significa “do local nas proximidades de água”, “da rica propriedade”, “aquele que nasceu em família nobre”.Belo, forte e imponente, o nome masculino Wellington surgiu a partir do inglês antigo Weolintun, um nome de residência com o significado de “próximo de um curso d’água” ou “da rica propriedade”. Por extensão, este bonito nome também ganha o significado de “aquele que nasceu em família nobre”.História do nome WellingtonOriginalmente, o nome Wellington era utilizado como um sobrenome entre os ingleses e, com o passar do tempo, começou a se popularizar como nome próprio.De acordo com historiadores, este nome surgiu a partir do Duque de Wellington, um título hereditário originado a partir da pequena cidade de Wellington, situada na área rural de Somerset, na Inglaterra.O título foi concedido pela primeira vez a Arthur Wellesley, um famoso general e estadista britânico, nascido da Irlanda, conhecido também por ter sido Primeiro-Ministro do Reino Unido.Por derivar de um local, o nome Wellington pode ser classificado como de origem toponímica, ou seja, que faz referência direta a uma localidade.Popularidade do nome WellingtonAtualmente, o nome Wellington pode ser encontrado com maior quantidade de registros no Brasil, em Zimbábue, na África do Sul e no Equador.Os meninos registrados como Wellington ou Weliton podem ser afetivamente chamados de Tom ou Wes."
